280.03284583333334,-5.3687865,2
280.0499345833333,-5.377260499999999,1
280.19193249999995,-5.4499835,2
280.01596125,-5.359724611111111,2
280.19944,-5.453821694444445,0
279.9890233333333,-5.345563194444444,2
280.12624,-5.415862888888889,2
280.1073666666666,-5.406136305555556,1
280.0827558333333,-5.393486805555556,2
280.03231041666663,-5.367582499999999,1
280.0351083333333,-5.368954,2
280.1018795833333,-5.402942805555556,1
280.1234058333333,-5.4139613055555555,0
280.1902283333333,-5.448203888888889,1
280.15355999999997,-5.429395111111112,2
280.0459754166667,-5.3741515,1
280.03656166666667,-5.369215805555555,0
280.03090791666665,-5.366240111111111,2
280.02112999999997,-5.360938611111111,0
280.04361374999996,-5.372434388888888,1
280.15900041666663,-5.431604305555556,2
280.09521541666663,-5.398845305555556,1
280.1960158333333,-5.450503305555555,0
280.0349779166666,-5.367844388888888,0
280.08749624999996,-5.3947263888888894,0
280.07712875,-5.389245305555556,0
280.01650458333336,-5.3577868055555555,1
280.11308375,-5.407122388888889,2
280.20142625,-5.452354000000001,0
280.09902124999996,-5.399710694444445,2
279.9728154166666,-5.334898388888889,0
280.07720625,-5.3883915,0
280.0929070833333,-5.396324111111111,1
280.12452874999997,-5.412476611111112,0
280.01867749999997,-5.3580816111111105,1
280.05470833333334,-5.376479805555555,0
280.11049166666663,-5.4048755,0
280.10009499999995,-5.3994995,0
280.0919945833333,-5.395329611111111,2
280.1324520833333,-5.415934388888889,1
280.0287133333333,-5.362687888888889,1
280.16566291666663,-5.432879888888889,2
280.06080000000003,-5.378832694444444,2
280.07322,-5.385089111111111,2
280.0886170833333,-5.392868305555556,1
280.20481541666663,-5.452447305555555,0
279.9871420833333,-5.340783999999999,0
280.0779833333333,-5.387362111111112,2
280.02528916666665,-5.360266805555555,1
280.1109195833333,-5.404184000000001,0
280.13547875,-5.4165980000000005,2
280.0541245833333,-5.374704694444444,2
280.02766875,-5.361091694444444,2
279.96973708333326,-5.331327611111111,2
280.18112833333333,-5.439684111111111,1
