right_ascension,declination,priority
0.6588806944444444,0.6015884166666666,2
0.3012694722222222,0.6099585000000001,2
0.33312658333333334,0.6112209166666667,2
0.26819725,0.6116004722222222,2
0.2995273888888889,0.6192430277777777,2
0.6987659444444445,0.6215666944444445,2
0.31584377777777783,0.6219624166666666,2
0.2882788888888889,0.6346401666666667,2
0.3124185277777778,0.6412310833333333,2
0.25226425,0.6453904166666666,2
0.27799975,0.6458860277777777,2
0.26910330555555556,0.651082638888889,2
0.25104886111111113,0.6605215,2
0.23981708333333332,0.66155525,2
0.23499530555555556,0.6654748611111111,2
0.2835558888888889,0.6675936666666666,2
0.2672496388888889,0.6692734166666667,2
0.2594313611111111,0.6737875000000001,2
0.27437097222222223,0.674000638888889,2
0.5712806666666667,0.6839516944444444,2
0.2729955,0.6843277222222223,2
0.5719133055555556,0.6916571666666667,2
0.5733251388888888,0.69351075,2
0.5628154166666667,0.70836825,2
0.6080965277777778,0.7278193611111111,2
0.5760189444444445,0.7293048055555555,2
0.5791670833333333,0.733115111111111,2
0.5391757777777778,0.7355483055555555,2
0.622984,0.737662888888889,2
0.2656858888888889,0.7872327222222223,2
0.22602525,0.7911004722222221,1
0.2842587222222222,0.792881,1
0.27472283333333336,0.7934900555555555,2
0.2806194166666667,0.7943953333333332,1
0.26480783333333335,0.7963037777777778,2
0.24352908333333334,0.7969685277777777,2
0.2910702222222222,0.79700725,2
0.22971080555555554,0.7971673611111111,1
0.20744975000000002,0.797257,2
0.23403925,0.7981514444444445,1
0.21772475,0.7984255555555555,2
0.2117785,0.8012026666666666,1
0.2952574722222222,0.8027468611111112,1
0.25021475,0.8039817222222222,1
0.2243466388888889,0.8043022222222221,1
0.25403255555555554,0.8045223611111111,1
0.19095558333333335,0.8049281944444445,2
0.20174547222222222,0.8050061111111111,2
0.2745516388888889,0.8067900833333334,1
0.23741274999999998,0.8073075277777778,2
0.28438447222222224,0.8080765000000001,1
0.2559720277777778,0.80994575,1
0.2009031388888889,0.8137399722222223,1
0.2440903611111111,0.8145800833333333,3
0.26454525,0.8191362777777779,1
0.25854894444444443,0.8193941944444445,2
0.21767088888888889,0.8233839166666667,1
0.23153844444444446,0.8243158611111111,1
0.21185775,0.8254684722222222,1
0.1939048611111111,0.8264116666666667,1
0.2927177222222222,0.8267631666666667,1
0.2735571666666667,0.8287671666666666,2
0.22551575000000001,0.8296849166666667,1
0.20968486111111112,0.8312091111111112,1
0.2231172777777778,0.8351689444444444,2
0.23542558333333333,0.8355469444444444,1
0.24492969444444443,0.8359475277777777,1
0.20155938888888889,0.8377280555555555,1
0.25108025,0.8383811388888889,1
0.2831223611111111,0.8408724722222222,1
0.2428701388888889,0.8436363333333333,1
0.19963136111111113,0.8437986111111112,2
0.2527336388888889,0.8441777777777778,1
0.19924394444444443,0.8523257777777778,2
0.28215161111111114,0.85311625,1
0.29835422222222224,0.8543235833333332,2
0.26382691666666663,0.8557343888888889,3
0.22019363888888888,0.856796611111111,1
0.2752602222222222,0.8572680555555555,1
0.19154622222222223,0.8612168333333333,1
0.19398355555555555,0.865102,2
0.707033138888889,0.8664910277777778,2
0.7053645833333333,0.8701597777777779,1
0.13791141666666668,0.8752100833333334,2
0.14557541666666668,0.8836645555555556,2
0.6636733055555556,0.8844920555555557,3
0.689834111111111,0.8880070000000001,1
0.1437601111111111,0.889056,2
0.4148725277777778,0.8894972777777778,3
0.10733888888888889,0.8904417499999999,2
0.41498175,0.8916944722222222,2
0.6866475555555556,0.8946943611111111,3
0.12196280555555555,0.8977522777777778,2
0.6859431388888889,0.8985110833333334,3
0.6426873055555556,0.89864,3
0.1287370277777778,0.8988423611111112,2
0.41898611111111106,0.8990124444444445,1
0.7032659166666667,0.9026506944444445,3
0.15969366666666668,0.9049683888888889,2
0.38737483333333333,0.9061065,2
0.36002552777777774,0.9062143333333333,2
0.10524227777777778,0.9076769444444445,2
0.11435761111111112,0.9079113055555555,2
0.7006941666666666,0.9090451944444444,1
0.11345794444444444,0.9090467777777778,2
0.35848494444444445,0.9092866388888889,2
0.37895938888888886,0.91006775,2
0.14010577777777777,0.9108302222222222,2
0.6760474444444444,0.9123421944444444,1
0.3829729166666667,0.9124536111111111,2
0.15505466666666667,0.9131611388888888,2
0.10007038888888889,0.9153501944444444,2
0.6900240833333333,0.9161505833333333,3
0.3737418333333334,0.9175886944444445,2
0.6463062222222222,0.9199803333333333,3
0.6471525833333334,0.9231270277777779,2
0.3571936111111111,0.92356025,2
0.64895025,0.9259668611111112,3
0.3510276388888889,0.9285935555555556,2
0.08420452777777777,0.9291936666666667,2
0.33472877777777776,0.9294254444444444,2
0.6877206666666668,0.9302113055555555,3
0.6510936944444444,0.9309620555555556,3
0.09183602777777777,0.9328551666666667,2
0.43104125,0.9346644444444444,2
0.6616985277777778,0.9362346111111111,2
0.6472866388888889,0.9388985277777778,3
0.3662140277777778,0.9404957500000001,1
0.6741898611111111,0.9410810555555555,3
0.4083688611111111,0.9411446666666667,1
0.3816765555555555,0.9414294444444445,2
0.6612803888888888,0.9431789722222222,3
0.4241428333333333,0.9452763611111111,3
0.3285337222222222,0.9458216666666667,2
0.08768961111111111,0.9463921388888888,2
0.68224425,0.9470749166666667,3
0.10237222222222223,0.9484676111111111,2
0.4018756111111111,0.9502402777777778,1
0.12405330555555556,0.9529063611111112,2
0.3325181111111111,0.95637025,2
0.7096280277777778,0.9571972777777777,3
0.3463686666666667,0.9589032777777778,2
0.3627375277777778,0.9623274722222223,2
0.11604222222222223,0.962910888888889,2
0.39290794444444443,0.9646268611111111,2
0.11501747222222222,0.9655867499999999,2
0.11906433333333333,0.9697866388888889,2
0.3531818888888889,0.9782428055555557,2
0.11791052777777777,0.9856328055555555,2
