 1170.6832 1813.6989  2
 1214.1099 1819.4885  2
 1226.3400 1821.2180  2
 1413.7745 1821.9673  1
 1308.5162 1822.8314  2
  390.9946 1822.8971  2
 3153.4973 1826.1050  2
 3452.2668 1826.5100  2
  501.9311 1827.5829  2
 1322.6075 1828.2737  2
 1200.4998 1829.1998  2
 1362.8732 1832.3319  2
 1512.4617 1836.2396  1
  228.9430 1842.5353  2
 1492.0393 1843.8457  1
 1257.1807 1844.1597  2
  172.2486 1845.7504  2
 3222.5249 1849.6552  2
  407.5475 1850.0226  3
  399.4571 1852.1240  2
 1250.6390 1852.1726  1
  316.1691 1852.2080  2
  182.0992 1853.0975  2
  325.4868 1855.5287  2
 1235.0883 1855.6296  2
 1569.1519 1857.0074  1
 1529.9448 1859.4237  1
 3203.3157 1861.4166  2
  259.1519 1862.9529  2
 1114.8721 1864.3087  2
 1431.8071 1865.2634  2
 1559.7964 1865.7484  1
 1272.2429 1866.4280  2
  349.5034 1867.7687  2
  354.5540 1869.3134  2
 1575.1367 1870.0460  2
 1317.6140 1870.1592  2
 1257.8131 1874.0546  2
 1406.7836 1874.3621  1
 1551.6700 1874.4542  1
  260.0872 1876.8928  2
  269.6613 1876.9119  2
 1602.9596 1877.3649  2
  452.4111 1878.9489  2
 1236.3109 1879.0068  2
 3270.2715 1880.9731  2
 3471.1785 1884.4869  2
 1158.4419 1888.6600  2
 3382.3135 1889.6118  2
 1575.1296 1894.9253  1
 1506.0496 1895.2346  1
  455.2413 1898.6017  2
 3246.3994 1899.5723  2
 3358.8203 1899.7114  2
 1515.7092 1900.2089  1
 1357.8086 1900.9392  2
 1356.1562 1901.1372  1
 1251.9989 1905.3728  1
 3493.6223 1907.2961  2
 1584.9631 1909.1184  1
 1340.9291 1912.2087  2
 1469.9622 1912.5931  1
 3316.2610 1919.3278  2
  336.4081 1924.4332  2
 1333.2347 1926.8783  2
 1414.0325 1928.3923  1
 2895.6575 1928.5869  2
 3461.9221 1931.0577  2
 1278.7001 1932.7854  1
 1486.0088 1933.3168  1
 1424.1685 1937.6771  1
 1197.7712 1938.2275  2
 1241.2365 1939.3987  2
 3408.1101 1939.4448  2
 1358.6583 1941.5723  1
  368.4548 1941.8195  2
 1340.3978 1942.3489  2
 1339.9126 1948.0240  2
 1470.0396 1951.6151  2
 3484.7197 1953.7375  2
 1279.8440 1954.8163  2
 3120.0049 1957.4462  2
 1515.1687 1957.6359  1
 3190.7200 1961.1256  2
 1609.8708 1965.3021  2
 1283.6488 1966.3364  2
 3144.0872 1968.5845  2
 3270.9473 1970.9987  2
 1369.6018 1972.3746  2
 1585.5269 1973.4034  1
 3410.3992 1974.7208  2
 1593.5276 1980.0753  1
 3187.9072 1982.3749  2
 1600.4929 1985.7186  1
 3343.0498 1987.8986  2
 3141.2393 1989.5127  2
 1417.2584 1992.1859  1
 1423.9550 1997.9576  1
 1436.3278 2003.6982  1
 3192.5259 2008.0227  2
 2765.0774 2021.9177  2
 3240.2480 2024.7264  2
 3301.7456 2037.0391  2
 1546.4692 2042.1879  1
 3483.2351 2048.4958  2
 3456.8667 2078.4026  2
  994.4169 2127.6729  2
 1117.2467 2141.2583  2
 2796.5054 2163.2917  2
 2371.9705 2165.7183  2
 1084.5701 2195.8506  2
 1199.2557 2200.3953  2
  965.5101 2201.7617  2
 1078.2986 2229.2749  2
 2515.5574 2237.6401  2
 1137.0376 2239.0647  2
 1037.8040 2284.7046  2
 1124.7067 2308.4319  2
  908.1513 2323.4055  2
 1000.7991 2325.1897  2
  968.7719 2343.8975  2
  903.7759 2377.8774  2
  863.3415 2381.5989  2
  845.9831 2395.7095  2
 1020.8012 2403.3372  2
  962.0987 2409.3843  2
  933.9529 2425.6350  2
  987.7355 2426.4023  2
 2056.6104 2462.2261  2
  982.7838 2463.5798  2
 2058.8879 2489.9658  2
 2063.9705 2496.6387  2
 2026.1355 2550.1257  2
 2189.1475 2620.1497  2
 2073.6682 2625.4973  2
 2085.0015 2639.2144  2
 1941.0328 2647.9739  2
 2242.7424 2655.5864  2
  956.4692 2834.0378  2
  813.6909 2847.9617  1
 1023.3314 2854.3716  1
  989.0022 2856.5642  2
 1010.2299 2859.8232  1
  953.3082 2866.6936  2
  876.7047 2869.0867  2
 1047.8528 2869.2261  2
  826.9589 2869.8025  1
  746.8191 2870.1252  2
  842.5413 2873.3452  1
  783.8091 2874.3320  2
  762.4026 2884.3296  1
 1062.9269 2889.8887  1
  900.7731 2894.3342  1
  807.6479 2895.4880  1
  914.5172 2896.2805  1
  687.4401 2897.7415  2
  726.2837 2898.0220  2
  988.3859 2904.4443  1
  854.6859 2906.3071  2
 1023.7841 2909.0754  1
  921.4993 2915.8047  1
  723.2513 2929.4639  1
  878.7253 2932.4883  3
  952.3629 2948.8906  1
  930.7762 2949.8191  2
  783.6152 2964.1821  1
  833.5384 2967.5371  1
  762.6879 2971.6865  1
  698.0575 2975.0820  1
 1053.7838 2976.3474  1
  984.8058 2983.5618  2
  811.8567 2986.8657  1
  754.8655 2992.3528  1
  803.2222 3006.6082  2
  847.5321 3007.9690  1
  881.7469 3009.4111  1
  725.6138 3015.8210  1
  903.8889 3018.1721  1
 1019.2405 3027.1409  1
  874.3325 3037.0908  1
  718.6729 3037.6750  2
  909.8411 3039.0400  1
  717.2782 3068.3728  2
 1015.7458 3071.2185  1
 1074.0752 3075.5649  2
  949.7769 3080.6438  3
  792.6971 3084.4678  1
  990.9368 3086.1650  1
  689.5664 3100.3806  1
  698.3408 3114.3672  2
 2545.3193 3119.3677  2
 2539.3125 3132.5752  1
  496.4811 3150.7563  2
  524.0715 3181.1924  2
 2389.2239 3184.1714  3
 2483.4028 3196.8252  1
  517.5364 3200.6016  2
 1493.5411 3202.1902  3
  386.4200 3205.5903  2
 1493.9343 3210.1001  2
 2471.9312 3220.8997  3
  439.0661 3231.9082  2
 2469.3953 3234.6399  3
 2313.6743 3235.1040  3
  463.4533 3235.8325  2
 1508.3500 3236.4448  1
 2531.7573 3249.5425  3
  574.8972 3257.8862  2
 1394.5494 3261.9834  2
 1296.0919 3262.3716  2
  378.8722 3267.6370  2
  411.6874 3268.4807  2
 2522.4990 3272.5627  1
  408.4486 3272.5684  2
 1290.5458 3273.4319  2
 1364.2538 3276.2439  2
  504.3808 3278.9888  2
 2433.7708 3284.4319  1
 1378.7025 3284.8330  2
  558.1968 3287.3801  2
  360.2534 3295.2607  2
 2484.0867 3298.1421  3
 1345.4706 3303.3193  2
 2326.7024 3311.9292  3
 2329.7493 3323.2573  2
 1285.8970 3324.8169  2
 2336.2209 3333.4807  3
 1263.6995 3342.9368  2
  303.1363 3345.0972  2
 1205.0236 3345.9316  2
 2475.7944 3348.7607  3
 2343.9373 3351.4634  3
  330.6097 3358.2786  2
 1551.7485 3364.7920  2
 2382.1147 3370.4446  2
 2330.2319 3380.0347  3
 1318.3705 3385.7847  1
 2427.0835 3387.8918  3
 1470.1279 3388.1208  1
 1374.0356 3389.1460  2
 2380.6094 3395.4443  3
 1526.9142 3402.9949  3
 1182.7214 3404.9580  2
  315.6826 3407.0117  2
 2456.0793 3409.4697  3
  368.5400 3414.4834  2
 1446.7522 3420.8650  1
  446.5919 3430.4629  2
 1197.0652 3442.9329  2
 2554.6609 3445.9102  3
 1246.9272 3452.0518  2
 1305.8551 3464.3789  2
  417.7520 3466.4792  2
 1414.4686 3472.6567  2
  414.0629 3476.1123  2
  428.6316 3491.2319  2
 1271.4548 3521.6741  2
  424.4779 3548.2781  2
