 2134.0156  344.6174  2
 2369.6101  409.2878  2
 2286.6580  496.4876  2
 1242.5165  679.7041  2
 1281.5681  713.7176  2
  491.2119  717.4528  1
 1191.9960  720.0377  2
  605.9556  726.3727  1
 1318.6926  727.3557  2
 1303.2767  731.0434  2
  478.2704  732.7100  2
 1268.2544  746.9784  2
  594.3564  756.5291  3
 1309.5481  757.6512  2
  474.2718  762.2681  3
  458.5312  763.4490  3
  592.0421  763.6287  3
  659.7739  781.5551  3
  511.0925  789.7377  2
 1217.0287  793.8962  2
 1450.9460  797.3344  2
 1587.2897  798.5483  2
 1189.4570  800.4225  3
  451.6182  801.8918  3
  600.5112  806.5497  3
 1147.6248  806.9299  2
  680.0596  807.3851  3
 1279.5115  807.4988  2
 1418.0465  810.5856  2
 1467.2230  810.8819  1
  606.9161  813.8531  2
 1142.0430  818.8611  2
 1463.5977  819.0667  2
  490.6187  819.6224  2
 1319.7598  821.6555  2
 1491.1434  821.7762  2
  484.8793  835.2740  3
  644.3870  835.8508  3
 1341.3831  837.6320  2
 1508.3628  839.1106  2
 1363.4120  839.1215  2
  457.8417  844.2163  3
 1492.5797  844.4586  2
  433.6993  847.9170  3
  644.9377  847.9633  3
 1215.6605  850.6744  2
 1283.2986  851.1864  2
  590.8214  856.0608  3
 1443.3700  860.5643  2
 1392.8983  866.0276  3
 1165.6658  866.1922  2
 1494.6847  869.1953  2
  443.0316  870.6854  1
 1460.7407  871.0005  2
 1539.6522  871.9937  2
 1440.6171  874.0533  3
 1664.1340  882.3622  2
  427.5741  882.3826  1
  448.1357  882.7234  3
  599.1522  883.3642  3
 1236.0427  889.8734  2
 1532.6653  894.7349  1
  662.1946  897.7139  1
  520.8608  906.4991  1
 1509.2812  910.3377  2
 1279.1591  914.9388  3
 1332.0730  918.1936  2
 1257.0519  919.7142  2
  569.6709  920.3799  1
  625.6852  936.2684  3
  577.9715  936.6438  1
 1280.5066  937.2633  2
 3032.5737  938.5566  2
 1464.9192  942.4046  2
 1597.6368  944.6364  2
 1274.6104  953.2904  2
 1440.2566  953.4099  2
 1493.2648  953.6197  2
  578.5981  954.4078  3
  527.8204  954.4839  3
  509.0662  956.6981  3
  474.1024  958.5297  2
 3076.2419  964.2771  2
 1334.0983  964.7801  2
 3022.6184  965.3405  2
  494.3459  968.8482  3
  474.0643  971.7733  3
 1440.9301  976.4237  2
  418.1427  980.1105  3
 3060.3691  981.4930  2
 1432.1519  982.8992  2
  418.3205  997.0314  1
 3003.6455  997.1033  2
  406.8475  997.7058  3
  612.0385  997.7372  3
 1625.6183 1001.2895  2
 3031.2854 1001.5389  2
  585.8788 1012.4792  3
 1448.3809 1016.9403  2
 2963.9814 1017.1452  2
 1360.2876 1017.3098  2
 1476.9436 1019.2756  2
 3141.0659 1025.9564  2
  527.1984 1032.2678  2
  622.5985 1037.6248  3
  472.0472 1037.8000  2
 3103.6775 1040.0231  2
 3169.8567 1041.4045  2
 3054.3315 1042.5161  2
 2944.9365 1046.4531  2
 3091.2083 1051.8237  2
  623.1065 1054.7372  1
  398.9311 1055.4570  1
  432.2458 1057.9709  3
  583.9838 1063.6107  3
  574.4955 1069.5751  3
 2911.1865 1069.9277  2
 2997.1753 1072.4490  2
 2954.9409 1074.8306  2
  397.0338 1084.5181  2
 1564.4288 1085.0305  2
  426.7327 1085.1890  3
  574.0809 1092.8370  3
  561.9850 1093.5345  2
 1578.2461 1100.7443  2
  672.9973 1101.1671  2
 3196.6301 1102.3055  2
  793.2382 1112.1351  2
  751.7532 1114.1412  2
 3077.6565 1117.0944  2
  576.7080 1122.1216  3
 1497.0726 1136.7476  2
  674.7709 1136.9779  2
  601.2784 1137.0063  2
  687.6242 1142.7233  2
 2878.6960 1147.8784  2
 2892.5938 1151.3242  2
  488.9103 1153.8333  2
  632.2892 1153.9307  2
  783.4500 1170.8901  2
 2790.6882 1174.6353  2
 3046.9431 1175.2422  2
 3111.7378 1178.8285  2
  486.1513 1179.1984  2
  423.8838 1183.1401  2
 2767.8699 1183.8087  2
  711.2727 1187.4830  2
  738.6143 1195.4375  2
 2978.6262 1197.6852  2
 3047.8015 1198.2899  2
 2919.8379 1201.4788  2
  483.2686 1202.2805  2
  466.8853 1203.8533  2
  756.7297 1206.9620  2
 2899.0693 1208.9174  2
 2966.9419 1210.0381  2
 3032.3206 1210.6146  2
  745.2582 1211.9558  2
  809.5730 1217.4672  2
 2856.0229 1217.4995  2
 3026.1028 1221.3580  2
  682.6552 1222.9718  2
 2993.5320 1224.5067  2
  717.0818 1231.1116  2
 3058.7900 1232.0424  2
 2986.7854 1237.7390  2
  643.4651 1238.3782  2
  558.9716 1239.0159  2
 3039.8645 1246.5956  2
 2839.7920 1247.4265  2
 2832.8777 1261.1710  2
  779.1415 1276.7109  2
  676.2267 1282.8445  2
  532.4324 1288.9386  2
 2895.2573 1290.2563  2
 1293.5859 1295.2312  2
 1272.1342 1296.5070  1
  691.2878 1302.0745  2
  688.3847 1308.5750  2
  622.4500 1309.0214  2
 2959.6675 1310.9830  2
 1409.0900 1312.8916  3
  598.8488 1314.5416  2
 1307.4355 1322.2533  3
 1508.3424 1323.8838  3
  551.9119 1329.6729  2
 1436.8508 1333.8097  3
  620.5190 1339.1316  2
  651.2062 1342.9399  2
 1347.7684 1346.4741  3
 1511.3679 1349.1028  3
 1301.6965 1351.7480  3
  568.9560 1351.7520  2
  598.6993 1354.8680  2
 1387.3287 1364.1501  3
  679.9819 1365.0099  2
 1479.2048 1375.9739  2
 1402.0532 1386.4447  3
 1263.0181 1395.9551  3
  490.7432 1404.2867  2
 1347.4387 1407.6660  3
 1295.0686 1411.3604  3
 1438.8331 1420.6425  3
 1508.4613 1441.1304  3
 1278.2589 1442.6022  3
 1512.1617 1448.1818  2
 1291.0809 1452.3750  3
 1292.5151 1458.8767  3
 1253.9996 1463.5690  3
 1252.9929 1470.5408  2
 1254.1085 1480.4806  3
 1436.6455 1505.5789  3
 1400.3712 1511.5708  3
 1403.0587 1518.0422  3
 1288.7161 1525.8700  3
 1377.9960 1552.1077  3
 1448.2396 1558.7102  3
 1339.3928 1563.4459  2
 1459.8069 1587.0593  3
 1477.2120 1590.9537  3
 1425.8757 1595.3403  3
 1285.3125 1599.5942  3
 1301.0758 1605.2424  3
 1292.5302 1612.4176  3
 1093.8601 1614.1293  2
 1077.8567 1617.8815  2
 1311.0391 1619.4166  1
 1283.2426 1624.9998  3
  212.3639 1625.4659  1
  312.5589 1634.5120  2
  290.4221 1636.9032  2
 1422.6648 1643.6438  3
 1378.4469 1646.6511  1
 1255.5408 1653.0342  3
  187.2473 1653.4369  3
 1132.9447 1654.4425  2
 1435.1824 1654.4658  2
 1107.1472 1660.2440  2
  143.3948 1664.0732  3
  338.6451 1666.5809  2
 1176.0487 1667.4255  2
 1177.7950 1674.1953  2
  395.5247 1679.0116  2
 1323.1599 1680.6237  3
 1485.0967 1681.0001  3
 1300.2821 1686.3452  1
  137.5492 1690.0872  3
  244.6753 1690.1814  2
  197.4836 1691.1903  1
 1151.3260 1692.1505  2
  395.1131 1694.1843  2
  440.0460 1697.7247  2
 1115.7413 1698.2404  2
 1301.2556 1703.3429  2
  326.6313 1703.6648  2
  291.7134 1704.2495  2
 1114.0662 1718.1061  2
 1299.7883 1727.4568  1
 1179.5702 1729.0067  2
  316.3377 1732.0865  2
  192.4266 1734.4928  2
 1261.1217 1735.8190  2
 1367.0741 1741.9189  1
 1370.6674 1743.0197  1
 1276.6300 1743.8159  2
  491.6660 1744.7878  2
 3212.6824 1744.9844  2
 1121.2307 1745.7079  2
  382.6619 1745.9463  2
 1302.8176 1748.0479  2
  518.0099 1750.6787  2
 1282.2748 1750.8872  1
  445.3806 1750.9377  2
 1351.3094 1753.4384  2
 1152.8353 1754.7043  2
 1331.8663 1758.2208  1
  197.4398 1759.1956  2
 1194.6238 1760.0585  2
 1305.7859 1761.6211  1
  111.9577 1762.4813  2
 1010.5773 1763.3181  2
 3229.6248 1763.3640  2
  139.8423 1764.2117  2
 1410.1074 1775.7106  2
 1334.5303 1776.2719  2
  141.9983 1776.3765  3
 1349.4557 1777.9564  1
 1253.3385 1778.7533  2
  483.5170 1779.7256  2
 3303.9512 1780.7732  2
 1239.9288 1783.0239  1
 1291.8215 1786.1279  2
 1348.7219 1788.7131  2
 1316.3333 1789.2335  1
 1399.7690 1791.6121  1
  372.6532 1792.0386  2
  170.7224 1792.5627  2
 1480.3164 1794.0975  1
  227.5238 1795.6165  2
 1434.7842 1796.1184  1
  147.7657 1797.1647  2
 3267.8992 1799.5967  2
 1556.2595 1802.5416  1
  281.7063 1803.9962  3
 1039.4115 1805.0142  2
  440.3181 1806.3816  2
 1076.6924 1810.5543  2
  313.9146 1810.9076  2
  473.5189 1811.6267  2
